2026-06-15 23:13:19,915 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known
2026-06-15 23:26:17,752 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:17,918 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:20,435 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:25,612 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:37,862 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:41,336 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:26:49,070 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:01,321 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:04,789 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:12,473 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:12,890 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:13,190 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:15,574 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:24,724 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:28,190 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:35,891 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:48,140 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:51,592 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:27:59,301 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:11,559 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:13,243 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:13,243 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:15,012 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:15,915 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:22,702 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:34,962 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:38,412 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:46,113 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:28:58,355 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:01,855 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:09,550 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:12,868 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:13,189 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:20,116 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:21,789 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:25,259 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:32,966 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:45,218 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:48,701 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:29:56,401 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:08,653 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:12,121 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:13,188 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:13,188 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:15,885 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:19,809 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:32,071 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:35,532 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:43,237 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:55,506 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:30:58,965 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:31:06,676 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:31:17,465 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:31:17,759 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:31:18,926 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known
