2026-05-27 15:08:53,762 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-28 17:50:47,496 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.9%
2026-05-28 17:50:47,558 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.9%
2026-05-28 17:50:47,707 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.9%
2026-05-28 17:50:48,668 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
2026-05-28 17:50:48,825 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-28 17:50:49,168 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.7%
2026-05-28 17:50:49,359 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.2%
2026-05-28 17:50:49,582 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-28 17:50:57,341 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-28 17:50:57,341 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-28 17:50:57,342 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-28 17:51:00,407 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-28 17:51:00,407 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-28 17:51:00,409 | WARNING | alerts | server-3 - HIGH CPU USAGE: 96.2%
2026-05-28 17:51:00,409 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.8%
2026-05-28 17:51:11,074 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.9%
2026-05-28 17:51:11,076 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-28 17:51:16,013 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.9%
2026-05-28 17:51:16,013 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.7%
2026-05-28 17:51:16,015 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-28 17:51:16,621 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-28 17:51:16,699 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.2%
2026-05-28 17:51:16,764 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-28 17:51:16,923 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.4%
2026-05-28 17:51:17,033 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.7%
2026-05-28 17:51:22,072 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.7%
2026-05-28 17:51:22,226 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-28 17:51:22,348 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.0%
2026-05-28 17:51:24,808 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.3%
2026-05-28 17:51:24,942 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-28 17:51:25,058 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.3%
2026-05-28 17:51:34,523 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-28 17:51:34,523 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-28 17:51:34,524 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.3%
2026-05-28 17:51:45,347 | WARNING | alerts | server-1 - HIGH CPU USAGE: 98.3%
2026-05-28 17:51:45,347 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-28 17:51:45,349 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.6%
2026-05-28 17:51:45,349 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-28 17:52:02,236 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.6%
2026-05-28 17:52:02,238 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.7%
2026-05-28 17:52:42,257 | WARNING | alerts | server-1 - HIGH CPU USAGE: 91.2%
2026-05-28 17:52:42,260 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-28 17:52:42,261 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-28 17:52:42,262 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-28 17:53:42,257 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.4%
2026-05-28 17:53:42,259 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-28 17:54:42,236 | WARNING | alerts | server-2 - HIGH CPU USAGE: 100.0%
2026-05-28 17:58:42,285 | WARNING | alerts | server-3 - HIGH CPU USAGE: 99.1%
2026-05-28 17:59:42,250 | WARNING | alerts | server-3 - HIGH CPU USAGE: 100.0%
2026-05-28 18:01:42,249 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-28 18:01:42,251 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-28 18:48:36,591 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.1%
2026-05-28 18:48:36,593 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.3%
2026-05-28 18:48:36,595 | WARNING | alerts | server-3 - HIGH RAM USAGE: 94.3%
2026-05-28 18:48:40,181 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.0%
2026-05-28 18:48:40,183 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-28 18:48:40,185 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.1%
2026-05-28 18:48:40,732 | WARNING | alerts | server-1 - HIGH RAM USAGE: 94.5%
2026-05-28 18:48:40,825 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.0%
2026-05-28 18:48:40,908 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.2%
2026-05-28 18:49:02,417 | WARNING | alerts | server-1 - HIGH RAM USAGE: 94.7%
2026-05-28 18:49:02,417 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.8%
2026-05-28 18:49:02,418 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.9%
2026-05-28 18:49:04,641 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.2%
2026-05-28 18:49:04,713 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.5%
2026-05-28 18:49:04,793 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.1%
2026-05-28 18:49:06,544 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-28 18:49:06,663 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.6%
2026-05-28 18:49:06,724 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.2%
2026-05-28 18:49:08,607 | WARNING | alerts | server-1 - HIGH RAM USAGE: 94.4%
2026-05-28 18:49:08,682 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.2%
2026-05-28 18:49:08,782 | WARNING | alerts | server-3 - HIGH RAM USAGE: 94.1%
2026-05-28 18:49:10,935 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.7%
2026-05-28 18:49:11,069 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.5%
2026-05-28 18:49:11,145 | WARNING | alerts | server-3 - HIGH RAM USAGE: 94.1%
2026-05-28 18:49:12,680 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.9%
2026-05-28 18:49:12,826 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.2%
2026-05-28 18:49:12,931 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-28 18:49:27,132 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-28 18:49:27,133 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.9%
2026-05-28 18:49:27,133 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-28 18:49:29,858 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.5%
2026-05-28 18:49:29,859 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.3%
2026-05-28 18:49:29,860 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.8%
2026-05-28 18:49:32,949 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-28 18:49:32,951 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.4%
2026-05-28 18:49:32,952 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.5%
